chessplayer_id,period,position
13,Top 20 Juniors October 2001,5
13,Top 20 Juniors July 2001,7
13,Top 20 Juniors April 2001,10
14,Top 100 Players December 2019,14
14,Top 100 Players November 2019,18
14,Top 100 Players October 2019,17
14,Top 100 Players September 2019,17
14,Top 100 Players August 2019,18
14,Top 100 Players July 2019,23
14,Top 100 Players June 2019,24
14,Top 100 Players May 2019,21
14,Top 100 Players April 2019,26
14,Top 100 Players March 2019,19
14,Top 100 Players February 2019,20
14,Top 100 Players January 2019,23
14,Top 100 Players December 2018,24
14,Top 100 Players November 2018,28
14,Top 100 Players October 2018,25
14,Top 100 Players September 2018,26
14,Top 100 Players August 2018,28
14,Top 100 Players July 2018,28
14,Top 100 Players June 2018,28
14,Top 100 Players May 2018,35
14,Top 100 Players April 2018,31
14,Top 100 Players March 2018,33
14,Top 100 Players February 2018,42
14,Top 100 Players January 2018,42
14,Top 100 Players December 2017,41
14,Top 100 Players November 2017,48
14,Top 100 Players October 2017,59
14,Top 100 Players September 2017,68
14,Top 100 Players August 2017,72
14,Top 100 Players July 2017,53
14,Top 100 Players June 2017,51
14,Top 100 Players May 2017,44
14,Top 100 Players April 2017,49
14,Top 100 Players March 2017,47
14,Top 100 Players February 2017,50
14,Top 100 Players January 2017,40
14,Top 100 Players December 2016,30
14,Top 100 Juniors December 2016,1
14,Top 100 Players November 2016,25
14,Top 100 Juniors November 2016,1
14,Top 100 Players October 2016,26
14,Top 100 Juniors October 2016,1
14,Top 100 Players September 2016,16
14,Top 100 Juniors September 2016,1
14,Top 100 Players August 2016,17
14,Top 100 Juniors August 2016,1
14,Top 100 Players July 2016,17
14,Top 100 Juniors July 2016,1
14,Top 100 Players June 2016,25
14,Top 100 Juniors June 2016,1
14,Top 100 Players May 2016,25
14,Top 100 Juniors May 2016,1
14,Top 100 Players April 2016,32
14,Top 100 Juniors April 2016,1
14,Top 100 Players March 2016,30
14,Top 100 Juniors March 2016,1
14,Top 100 Players February 2016,30
14,Top 100 Juniors February 2016,1
14,Top 100 Players January 2016,31
14,Top 100 Juniors January 2016,1
14,Top 100 Players December 2015,33
14,Top 100 Juniors December 2015,2
14,Top 100 Players November 2015,46
14,Top 100 Juniors November 2015,2
14,Top 100 Players October 2015,77
14,Top 100 Juniors October 2015,3
14,Top 100 Juniors September 2015,6
14,Top 100 Players August 2015,68
14,Top 100 Juniors August 2015,3
14,Top 100 Players July 2015,69
14,Top 100 Juniors July 2015,2
14,Top 100 Players June 2015,69
14,Top 100 Juniors June 2015,3
14,Top 100 Players May 2015,67
14,Top 100 Juniors May 2015,3
14,Top 100 Players April 2015,40
14,Top 100 Juniors April 2015,1
14,Top 100 Players March 2015,40
14,Top 100 Juniors March 2015,1
14,Top 100 Players February 2015,44
14,Top 100 Juniors February 2015,1
14,Top 100 Players January 2015,32
14,Top 100 Juniors January 2015,1
14,Top 100 Players December 2014,33
14,Top 100 Juniors December 2014,2
14,Top 100 Players November 2014,32
14,Top 100 Juniors November 2014,2
14,Top 100 Players October 2014,28
14,Top 100 Juniors October 2014,2
14,Top 100 Players September 2014,35
14,Top 100 Juniors September 2014,2
14,Top 100 Players August 2014,45
14,Top 100 Juniors August 2014,2
14,Top 100 Players July 2014,44
14,Top 100 Juniors July 2014,2
14,Top 100 Players June 2014,46
14,Top 100 Juniors June 2014,2
14,Top 100 Players May 2014,43
14,Top 100 Juniors May 2014,2
14,Top 100 Players April 2014,48
14,Top 100 Juniors April 2014,2
14,Top 100 Players March 2014,65
14,Top 100 Juniors March 2014,2
14,Top 100 Players February 2014,67
14,Top 100 Juniors February 2014,2
14,Top 100 Players January 2014,56
14,Top 100 Juniors January 2014,2
14,Top 100 Players December 2013,58
14,Top 100 Juniors December 2013,3
14,Top 100 Players November 2013,64
14,Top 100 Juniors November 2013,3
14,Top 100 Players October 2013,70
14,Top 100 Juniors October 2013,4
14,Top 100 Players September 2013,67
14,Top 100 Juniors September 2013,3
14,Top 100 Players August 2013,59
14,Top 100 Juniors August 2013,3
14,Top 100 Players July 2013,54
14,Top 100 Juniors July 2013,3
14,Top 100 Players June 2013,69
14,Top 100 Juniors June 2013,4
14,Top 100 Players May 2013,69
14,Top 100 Juniors May 2013,4
14,Top 100 Players April 2013,93
14,Top 100 Juniors April 2013,5
14,Top 100 Juniors March 2013,4
14,Top 100 Juniors February 2013,4
14,Top 100 Juniors January 2013,9
14,Top 100 Juniors December 2012,13
14,Top 100 Juniors November 2012,11
14,Top 100 Juniors October 2012,9
14,Top 100 Juniors September 2012,9
14,Top 100 Juniors August 2012,12
14,Top 20 Juniors July 2012,14
14,Top 20 Juniors May 2012,17
14,Top 20 Juniors March 2012,20
15,Top 100 Players December 2019,15
15,Top 100 Players November 2019,13
15,Top 100 Players October 2019,9
15,Top 100 Players September 2019,9
15,Top 100 Players August 2019,14
15,Top 100 Players July 2019,9
15,Top 100 Players June 2019,9
15,Top 100 Players May 2019,7
15,Top 100 Players April 2019,6
15,Top 100 Players March 2019,6
15,Top 100 Players February 2019,7
15,Top 100 Players January 2019,8
15,Top 100 Players December 2018,8
15,Top 100 Players November 2018,8
15,Top 100 Players October 2018,10
15,Top 100 Players September 2018,10
15,Top 100 Players August 2018,12
15,Top 100 Players July 2018,11
15,Top 100 Players June 2018,14
15,Top 100 Players May 2018,13
15,Top 100 Players April 2018,11
15,Top 100 Players March 2018,10
15,Top 100 Players February 2018,9
15,Top 100 Players January 2018,11
15,Top 100 Players December 2017,8
15,Top 100 Players November 2017,8
15,Top 100 Players October 2017,9
15,Top 100 Players September 2017,7
15,Top 100 Players August 2017,10
15,Top 100 Players July 2017,9
15,Top 100 Players June 2017,8
15,Top 100 Players May 2017,8
15,Top 100 Players April 2017,7
15,Top 100 Players March 2017,7
15,Top 100 Players February 2017,6
15,Top 100 Players January 2017,6
15,Top 100 Players December 2016,8
15,Top 100 Players November 2016,7
15,Top 100 Players October 2016,8
15,Top 100 Players September 2016,8
15,Top 100 Players August 2016,8
15,Top 100 Players July 2016,10
15,Top 100 Players June 2016,11
15,Top 100 Players May 2016,11
15,Top 100 Players April 2016,11
15,Top 100 Players March 2016,12
15,Top 100 Players February 2016,8
15,Top 100 Players January 2016,8
15,Top 100 Players December 2015,3
15,Top 100 Players November 2015,3
15,Top 100 Players October 2015,4
15,Top 100 Players September 2015,2
15,Top 100 Players August 2015,2
15,Top 100 Players July 2015,2
15,Top 100 Players June 2015,3
15,Top 100 Players May 2015,2
15,Top 100 Players April 2015,6
15,Top 100 Players March 2015,6
15,Top 100 Players February 2015,6
15,Top 100 Players January 2015,5
15,Top 100 Players December 2014,6
15,Top 100 Players November 2014,6
15,Top 100 Players October 2014,6
15,Top 100 Players September 2014,5
15,Top 100 Players August 2014,7
15,Top 100 Players July 2014,7
15,Top 100 Players June 2014,5
15,Top 100 Players May 2014,4
15,Top 100 Players April 2014,3
15,Top 100 Players March 2014,8
15,Top 100 Players February 2014,8
15,Top 100 Players January 2014,9
15,Top 100 Players December 2013,9
15,Top 100 Players November 2013,8
15,Top 100 Players October 2013,7
15,Top 100 Players September 2013,6
15,Top 100 Players August 2013,7
15,Top 100 Players July 2013,8
15,Top 100 Players June 2013,4
15,Top 100 Players May 2013,5
15,Top 100 Players April 2013,6
15,Top 100 Players March 2013,6
15,Top 100 Players February 2013,6
15,Top 100 Players January 2013,7
15,Top 100 Players December 2012,6
15,Top 100 Players November 2012,6
15,Top 100 Players October 2012,7
15,Top 100 Players September 2012,6
15,Top 100 Players August 2012,6
15,Top 100 Players July 2012,5
15,Top 100 Players May 2012,4
15,Top 100 Players March 2012,4
15,Top 100 Players January 2012,4
15,Top 100 Players November 2011,2
15,Top 100 Players September 2011,2
15,Top 100 Players July 2011,2
15,Top 100 Players May 2011,1
15,Top 100 Players March 2011,1
15,Top 100 Players January 2011,2
15,Top 100 Players November 2010,1
15,Top 100 Players September 2010,3
15,Top 100 Players July 2010,3
15,Top 100 Players May 2010,4
15,Top 100 Players March 2010,4
15,Top 100 Players January 2010,3
15,Top 100 Players November 2009,3
15,Top 100 Players September 2009,2
15,Top 100 Players July 2009,2
15,Top 100 Players April 2009,2
15,Top 100 Players January 2009,2
15,Top 100 Players October 2008,5
15,Top 100 Players July 2008,1
15,Top 100 Players April 2008,1
15,Top 100 Players January 2008,2
15,Top 100 Players October 2007,1
15,Top 100 Players July 2007,1
15,Top 100 Players April 2007,1
15,Top 100 Players January 2007,2
15,Top 100 Players October 2006,2
15,Top 100 Players July 2006,2
15,Top 100 Players April 2006,2
15,Top 100 Players January 2006,3
15,Top 100 Players October 2005,2
15,Top 100 Players July 2005,2
15,Top 100 Players April 2005,2
15,Top 100 Players January 2005,2
15,Top 100 Players October 2004,2
15,Top 100 Players July 2004,2
15,Top 100 Players April 2004,2
15,Top 100 Players January 2004,3
15,Top 100 Players October 2003,3
15,Top 100 Players July 2003,3
15,Top 100 Players April 2003,3
15,Top 100 Players January 2003,3
15,Top 100 Players October 2002,3
15,Top 100 Players July 2002,3
15,Top 100 Players April 2002,3
15,Top 100 Players January 2002,3
15,Top 100 Players October 2001,3
15,Top 100 Players July 2001,3
15,Top 100 Players April 2001,3
15,Top 100 Players January 2001,2
15,Top 100 Players October 2000,2
15,Top 100 Players July 2000,3
16,Top 100 Players December 2019,16
16,Top 100 Players November 2019,17
16,Top 100 Players October 2019,27
16,Top 100 Players September 2019,27
16,Top 100 Players August 2019,31
16,Top 100 Players July 2019,29
16,Top 100 Players June 2019,23
16,Top 100 Players May 2019,23
16,Top 100 Players April 2019,25
16,Top 100 Players March 2019,31
16,Top 100 Players February 2019,32
16,Top 100 Players January 2019,33
16,Top 100 Players December 2018,25
16,Top 100 Players November 2018,24
16,Top 100 Players October 2018,27
16,Top 100 Players September 2018,31
16,Top 100 Players August 2018,35
16,Top 100 Players July 2018,33
16,Top 100 Players June 2018,34
16,Top 100 Players May 2018,31
16,Top 100 Players April 2018,34
16,Top 100 Players March 2018,36
16,Top 100 Players February 2018,35
16,Top 100 Players January 2018,37
16,Top 100 Players December 2017,39
16,Top 100 Players November 2017,41
16,Top 100 Players October 2017,39
16,Top 100 Players September 2017,44
16,Top 100 Players August 2017,43
16,Top 100 Players July 2017,50
16,Top 100 Players June 2017,50
16,Top 100 Players May 2017,63
16,Top 100 Players April 2017,52
16,Top 100 Players March 2017,56
16,Top 100 Players February 2017,57
16,Top 100 Players January 2017,75
16,Top 100 Players December 2016,65
16,Top 100 Players November 2016,62
16,Top 100 Players October 2016,41
16,Top 100 Players September 2016,38
16,Top 100 Players August 2016,37
16,Top 100 Players July 2016,22
16,Top 100 Players June 2016,23
16,Top 100 Players May 2016,23
16,Top 100 Players April 2016,22
16,Top 100 Players March 2016,32
16,Top 100 Players February 2016,33
16,Top 100 Players January 2016,47
16,Top 100 Players December 2015,41
16,Top 100 Players November 2015,42
16,Top 100 Players October 2015,34
16,Top 100 Players September 2015,34
16,Top 100 Players August 2015,41
16,Top 100 Players July 2015,39
16,Top 100 Players June 2015,40
16,Top 100 Players May 2015,40
16,Top 100 Players April 2015,36
16,Top 100 Players March 2015,35
16,Top 100 Players February 2015,35
16,Top 100 Players January 2015,35
16,Top 100 Players December 2014,39
16,Top 100 Players November 2014,40
16,Top 100 Players October 2014,40
16,Top 100 Players September 2014,24
16,Top 100 Players August 2014,25
16,Top 100 Players July 2014,24
16,Top 100 Players June 2014,24
16,Top 100 Players May 2014,21
16,Top 100 Players April 2014,20
16,Top 100 Players March 2014,21
16,Top 100 Players February 2014,21
16,Top 100 Players January 2014,20
16,Top 100 Players December 2013,19
16,Top 100 Players November 2013,18
16,Top 100 Players October 2013,20
16,Top 100 Players September 2013,20
16,Top 100 Players August 2013,14
16,Top 100 Players July 2013,15
16,Top 100 Players June 2013,15
16,Top 100 Players May 2013,16
16,Top 100 Players April 2013,16
16,Top 100 Players March 2013,16
16,Top 100 Players February 2013,16
16,Top 100 Players January 2013,14
16,Top 100 Players December 2012,19
16,Top 100 Players November 2012,19
16,Top 100 Players October 2012,15
16,Top 100 Players September 2012,15
16,Top 100 Players August 2012,23
16,Top 100 Players July 2012,15
16,Top 100 Players May 2012,16
16,Top 100 Players March 2012,19
16,Top 100 Players January 2012,19
16,Top 100 Players November 2011,16
16,Top 100 Players September 2011,19
16,Top 100 Players July 2011,24
16,Top 100 Players May 2011,19
16,Top 100 Players March 2011,20
16,Top 100 Players January 2011,17
16,Top 100 Players November 2010,18
16,Top 100 Players September 2010,22
16,Top 100 Players July 2010,21
16,Top 100 Players May 2010,23
16,Top 100 Players March 2010,25
16,Top 100 Players January 2010,23
16,Top 100 Players November 2009,28
16,Top 20 Juniors November 2009,4
16,Top 100 Players September 2009,42
16,Top 20 Juniors September 2009,4
16,Top 100 Players July 2009,39
16,Top 20 Juniors July 2009,4
16,Top 100 Players April 2009,33
16,Top 20 Juniors April 2009,3
16,Top 100 Players January 2009,38
16,Top 20 Juniors January 2009,4
16,Top 100 Players October 2008,34
16,Top 20 Juniors October 2008,4
16,Top 100 Players July 2008,34
16,Top 20 Juniors July 2008,3
16,Top 20 Juniors April 2008,3
16,Top 100 Players April 2008,35
16,Top 100 Players January 2008,48
16,Top 20 Juniors January 2008,3
16,Top 100 Players October 2007,75
16,Top 20 Juniors October 2007,8
16,Top 100 Players July 2007,102
16,Top 20 Juniors July 2007,10
16,Top 100 Players April 2007,79
16,Top 20 Juniors April 2007,7
16,Top 100 Players January 2007,97
16,Top 20 Juniors January 2007,8
16,Top 100 Players October 2006,93
16,Top 20 Juniors October 2006,12
16,Top 20 Juniors July 2006,12
16,Top 20 Juniors April 2006,12
16,Top 20 Juniors January 2006,14
17,Top 100 Players December 2019,17
17,Top 100 Players November 2019,14
17,Top 100 Players October 2019,12
17,Top 100 Players September 2019,12
17,Top 100 Players August 2019,17
17,Top 100 Players July 2019,17
17,Top 100 Players June 2019,17
17,Top 100 Players May 2019,16
17,Top 100 Players April 2019,17
17,Top 100 Players March 2019,14
17,Top 100 Players February 2019,15
17,Top 100 Players January 2019,15
17,Top 100 Players December 2018,15
17,Top 100 Players November 2018,15
17,Top 100 Players October 2018,14
17,Top 100 Players September 2018,15
17,Top 100 Players August 2018,10
17,Top 100 Players July 2018,10
17,Top 100 Players June 2018,8
17,Top 100 Players May 2018,7
17,Top 100 Players April 2018,9
17,Top 100 Players March 2018,13
17,Top 100 Players February 2018,13
17,Top 100 Players January 2018,14
17,Top 100 Players December 2017,13
17,Top 100 Players November 2017,14
17,Top 100 Players October 2017,12
17,Top 100 Players September 2017,11
17,Top 100 Players August 2017,12
17,Top 100 Players July 2017,12
17,Top 100 Players June 2017,11
17,Top 100 Players May 2017,10
17,Top 100 Players April 2017,8
17,Top 100 Players March 2017,8
17,Top 100 Players February 2017,9
17,Top 100 Players January 2017,8
17,Top 100 Players December 2016,6
17,Top 100 Players November 2016,9
17,Top 100 Players October 2016,9
17,Top 100 Players September 2016,9
17,Top 100 Players August 2016,10
17,Top 100 Players July 2016,9
17,Top 100 Players June 2016,9
17,Top 100 Players May 2016,8
17,Top 100 Players April 2016,8
17,Top 100 Players March 2016,13
17,Top 100 Players February 2016,11
17,Top 100 Players January 2016,11
17,Top 100 Players December 2015,12
17,Top 100 Players November 2015,11
17,Top 100 Players October 2015,11
17,Top 100 Players September 2015,12
17,Top 100 Players August 2015,13
17,Top 100 Players July 2015,12
17,Top 100 Players June 2015,12
17,Top 100 Players May 2015,13
17,Top 100 Players April 2015,12
17,Top 100 Players March 2015,12
17,Top 100 Players February 2015,12
17,Top 100 Players January 2015,11
17,Top 100 Players December 2014,8
17,Top 100 Players November 2014,8
17,Top 100 Players October 2014,8
17,Top 100 Players September 2014,8
17,Top 100 Players August 2014,6
17,Top 100 Players July 2014,6
17,Top 100 Players June 2014,9
17,Top 100 Players May 2014,9
17,Top 100 Players April 2014,7
17,Top 100 Players March 2014,9
17,Top 100 Players February 2014,9
17,Top 100 Players January 2014,10
17,Top 100 Players December 2013,12
17,Top 100 Players November 2013,11
17,Top 100 Players October 2013,10
17,Top 100 Players September 2013,8
17,Top 100 Players August 2013,8
17,Top 100 Players July 2013,6
17,Top 100 Players June 2013,7
17,Top 100 Players May 2013,10
17,Top 100 Players April 2013,5
17,Top 100 Players March 2013,5
17,Top 100 Players February 2013,5
17,Top 100 Players January 2013,6
17,Top 100 Players December 2012,7
17,Top 100 Players November 2012,7
17,Top 100 Players October 2012,6
17,Top 100 Players September 2012,7
17,Top 100 Players August 2012,5
17,Top 100 Players July 2012,6
17,Top 100 Players May 2012,6
17,Top 100 Players March 2012,8
17,Top 100 Players January 2012,7
17,Top 100 Players November 2011,8
17,Top 100 Players September 2011,5
17,Top 100 Players July 2011,4
17,Top 100 Players May 2011,6
17,Top 100 Players March 2011,6
17,Top 100 Players January 2011,5
17,Top 100 Players November 2010,9
17,Top 20 Juniors November 2010,2
17,Top 100 Players September 2010,14
17,Top 20 Juniors September 2010,2
17,Top 100 Players July 2010,11
17,Top 20 Juniors July 2010,2
17,Top 100 Players May 2010,14
17,Top 20 Juniors May 2010,2
17,Top 100 Players March 2010,21
17,Top 20 Juniors March 2010,3
17,Top 100 Players January 2010,21
17,Top 20 Juniors January 2010,3
17,Top 100 Players November 2009,18
17,Top 20 Juniors November 2009,2
17,Top 100 Players September 2009,20
17,Top 20 Juniors September 2009,2
17,Top 100 Players July 2009,20
17,Top 20 Juniors July 2009,2
17,Top 100 Players April 2009,23
17,Top 20 Juniors April 2009,2
17,Top 100 Players January 2009,27
17,Top 20 Juniors January 2009,2
17,Top 100 Players October 2008,15
17,Top 20 Juniors October 2008,2
17,Top 100 Players July 2008,15
17,Top 20 Juniors July 2008,2
17,Top 20 Juniors April 2008,2
17,Top 100 Players April 2008,13
17,Top 100 Players January 2008,14
17,Top 20 Juniors January 2008,2
17,Top 100 Players October 2007,24
17,Top 20 Juniors October 2007,4
17,Top 100 Players July 2007,35
17,Top 20 Juniors July 2007,4
17,Top 100 Players April 2007,27
17,Top 20 Juniors April 2007,3
17,Top 100 Players January 2007,30
17,Top 20 Juniors January 2007,3
17,Top 100 Players October 2006,35
17,Top 20 Juniors October 2006,4
17,Top 100 Players July 2006,26
17,Top 20 Juniors July 2006,3
17,Top 100 Players April 2006,45
17,Top 20 Juniors April 2006,4
17,Top 100 Players January 2006,42
17,Top 20 Juniors January 2006,5
17,Top 100 Players October 2005,44
17,Top 20 Juniors October 2005,6
17,Top 100 Players July 2005,56
17,Top 100 Juniors July 2005,7
17,Top 100 Players April 2005,64
17,Top 20 Juniors April 2005,7
17,Top 20 Juniors January 2005,14
17,Top 20 Juniors July 2004,15
17,Top 20 Juniors April 2004,14
17,Top 20 Juniors January 2004,18
18,Top 100 Players December 2019,18
18,Top 100 Players November 2019,16
18,Top 100 Players October 2019,16
18,Top 100 Players September 2019,16
18,Top 100 Players August 2019,15
18,Top 100 Players July 2019,16
18,Top 100 Players June 2019,15
18,Top 100 Players May 2019,15
18,Top 100 Players April 2019,14
18,Top 100 Players March 2019,15
18,Top 100 Players February 2019,14
18,Top 100 Players January 2019,7
18,Top 100 Players December 2018,7
18,Top 100 Players November 2018,7
18,Top 100 Players October 2018,8
18,Top 100 Players September 2018,8
18,Top 100 Players August 2018,7
18,Top 100 Players July 2018,5
18,Top 100 Players June 2018,5
18,Top 100 Players May 2018,4
18,Top 100 Players April 2018,4
18,Top 100 Players March 2018,3
18,Top 100 Players February 2018,3
18,Top 100 Players January 2018,7
18,Top 100 Players December 2017,7
18,Top 100 Players November 2017,7
18,Top 100 Players October 2017,5
18,Top 100 Players September 2017,3
18,Top 100 Players August 2017,4
18,Top 100 Players July 2017,2
18,Top 100 Players June 2017,3
18,Top 100 Players May 2017,3
18,Top 100 Players April 2017,4
18,Top 100 Players March 2017,4
18,Top 100 Players February 2017,4
18,Top 100 Players January 2017,3
18,Top 100 Players December 2016,3
18,Top 100 Players November 2016,4
18,Top 100 Players October 2016,2
18,Top 100 Players September 2016,4
18,Top 100 Players August 2016,3
18,Top 100 Players July 2016,2
18,Top 100 Players June 2016,2
18,Top 100 Players May 2016,3
18,Top 100 Players April 2016,2
18,Top 100 Players March 2016,2
18,Top 100 Players February 2016,2
18,Top 100 Players January 2016,2
18,Top 100 Players December 2015,4
18,Top 100 Players November 2015,4
18,Top 100 Players October 2015,9
18,Top 100 Players September 2015,8
18,Top 100 Players August 2015,8
18,Top 100 Players July 2015,7
18,Top 100 Players June 2015,6
18,Top 100 Players May 2015,8
18,Top 100 Players April 2015,9
18,Top 100 Players March 2015,9
18,Top 100 Players February 2015,8
18,Top 100 Players January 2015,8
18,Top 100 Players December 2014,9
18,Top 100 Players November 2014,11
18,Top 100 Players October 2014,11
18,Top 100 Players September 2014,10
18,Top 100 Players August 2014,10
18,Top 100 Players July 2014,8
18,Top 100 Players June 2014,6
18,Top 100 Players May 2014,6
18,Top 100 Players April 2014,4
18,Top 100 Players March 2014,3
18,Top 100 Players February 2014,3
18,Top 100 Players January 2014,4
18,Top 100 Players December 2013,3
18,Top 100 Players November 2013,3
18,Top 100 Players October 2013,2
18,Top 100 Players September 2013,3
18,Top 100 Players August 2013,5
18,Top 100 Players July 2013,4
18,Top 100 Players June 2013,3
18,Top 100 Players May 2013,3
18,Top 100 Players April 2013,3
18,Top 100 Players March 2013,2
18,Top 100 Players February 2013,2
18,Top 100 Players January 2013,2
18,Top 100 Players December 2012,3
18,Top 100 Players November 2012,3
18,Top 100 Players October 2012,3
18,Top 100 Players September 2012,3
18,Top 100 Players August 2012,3
18,Top 100 Players July 2012,3
18,Top 100 Players May 2012,3
18,Top 100 Players March 2012,3
18,Top 100 Players January 2012,3
18,Top 100 Players November 2011,4
18,Top 100 Players September 2011,4
18,Top 100 Players July 2011,5
18,Top 100 Players May 2011,4
18,Top 100 Players March 2011,4
18,Top 100 Players January 2011,4
18,Top 100 Players November 2010,4
18,Top 100 Players September 2010,5
18,Top 100 Players July 2010,4
18,Top 100 Players May 2010,3
18,Top 100 Players March 2010,3
18,Top 100 Players January 2010,4
18,Top 100 Players November 2009,5
18,Top 100 Players September 2009,5
18,Top 100 Players July 2009,6
18,Top 100 Players April 2009,4
18,Top 100 Players January 2009,8
18,Top 100 Players October 2008,6
18,Top 100 Players July 2008,3
18,Top 100 Players April 2008,2
18,Top 100 Players January 2008,1
18,Top 100 Players October 2007,3
18,Top 100 Players July 2007,3
18,Top 100 Players April 2007,3
18,Top 100 Players January 2007,3
18,Top 100 Players October 2006,3
18,Top 100 Players July 2006,4
18,Top 100 Players April 2006,9
18,Top 100 Players January 2006,6
18,Top 100 Players October 2005,7
18,Top 100 Players July 2005,6
18,Top 100 Players April 2005,5
18,Top 100 Players January 2005,4
18,Top 100 Players October 2004,3
18,Top 100 Players July 2004,3
18,Top 100 Players April 2004,3
18,Top 100 Players January 2004,2
18,Top 100 Players October 2003,2
18,Top 100 Players July 2003,2
18,Top 100 Players April 2003,2
18,Top 100 Players January 2003,2
18,Top 100 Players October 2002,2
18,Top 100 Players July 2002,2
18,Top 100 Players April 2002,2
18,Top 100 Players January 2002,2
18,Top 100 Players October 2001,2
18,Top 100 Players July 2001,2
18,Top 100 Players April 2001,2
18,Top 100 Players January 2001,3
18,Top 100 Players October 2000,3
18,Top 100 Players July 2000,2
19,Top 100 Players December 2019,19
19,Top 100 Players November 2019,19
19,Top 100 Players October 2019,25
19,Top 100 Players September 2019,24
19,Top 100 Players August 2019,26
19,Top 100 Players July 2019,28
19,Top 100 Players June 2019,29
19,Top 100 Players May 2019,24
19,Top 100 Players April 2019,20
19,Top 100 Players March 2019,27
19,Top 100 Players February 2019,29
19,Top 100 Players January 2019,30
19,Top 100 Players December 2018,30
19,Top 100 Players November 2018,36
19,Top 100 Players October 2018,38
19,Top 100 Players September 2018,25
19,Top 100 Players August 2018,24
19,Top 100 Players July 2018,23
19,Top 100 Players June 2018,20
19,Top 100 Players May 2018,20
19,Top 100 Players April 2018,21
19,Top 100 Players March 2018,23
19,Top 100 Players February 2018,26
19,Top 100 Players January 2018,25
19,Top 100 Players December 2017,30
19,Top 100 Players November 2017,33
19,Top 100 Players October 2017,30
19,Top 100 Players September 2017,30
19,Top 100 Players August 2017,32
19,Top 100 Players July 2017,31
19,Top 100 Players June 2017,32
19,Top 100 Players May 2017,26
19,Top 100 Players April 2017,26
19,Top 100 Players March 2017,29
19,Top 100 Players February 2017,27
19,Top 100 Players January 2017,26
19,Top 100 Players December 2016,25
19,Top 100 Players November 2016,31
19,Top 100 Players October 2016,33
19,Top 100 Players September 2016,33
19,Top 100 Players August 2016,27
19,Top 100 Players July 2016,30
19,Top 100 Players June 2016,29
19,Top 100 Players May 2016,33
19,Top 100 Players April 2016,28
19,Top 100 Players March 2016,29
19,Top 100 Players February 2016,31
19,Top 100 Players January 2016,30
19,Top 100 Players December 2015,30
19,Top 100 Players November 2015,31
19,Top 100 Players October 2015,28
19,Top 100 Players September 2015,28
19,Top 100 Players August 2015,32
19,Top 100 Players July 2015,23
19,Top 100 Players June 2015,24
19,Top 100 Players May 2015,22
19,Top 100 Players April 2015,22
19,Top 100 Players March 2015,19
19,Top 100 Players February 2015,20
19,Top 100 Players January 2015,19
19,Top 100 Players December 2014,18
19,Top 100 Players November 2014,19
19,Top 100 Players October 2014,19
19,Top 100 Players September 2014,19
19,Top 100 Players August 2014,20
19,Top 100 Players July 2014,19
19,Top 100 Players June 2014,18
19,Top 100 Players May 2014,18
19,Top 100 Players April 2014,17
19,Top 100 Players March 2014,17
19,Top 100 Players February 2014,20
19,Top 100 Players January 2014,18
19,Top 100 Players December 2013,16
19,Top 100 Players November 2013,17
19,Top 100 Players October 2013,24
19,Top 100 Players September 2013,28
19,Top 100 Players August 2013,26
19,Top 100 Players July 2013,21
19,Top 100 Players June 2013,20
19,Top 100 Players May 2013,28
19,Top 100 Players April 2013,28
19,Top 100 Players March 2013,30
19,Top 100 Players February 2013,57
19,Top 100 Players January 2013,54
19,Top 100 Players December 2012,52
19,Top 100 Players November 2012,50
19,Top 100 Players October 2012,57
19,Top 100 Players September 2012,47
19,Top 100 Players August 2012,42
19,Top 100 Players July 2012,43
19,Top 100 Players May 2012,42
19,Top 100 Players March 2012,30
19,Top 100 Players January 2012,24
19,Top 100 Players November 2011,22
19,Top 100 Players September 2011,21
19,Top 100 Players July 2011,18
19,Top 100 Players May 2011,15
19,Top 100 Players March 2011,23
19,Top 100 Players January 2011,33
19,Top 100 Players November 2010,33
19,Top 100 Players September 2010,32
19,Top 100 Players July 2010,24
19,Top 100 Players May 2010,32
19,Top 100 Players March 2010,28
19,Top 100 Players January 2010,41
19,Top 100 Players November 2009,42
19,Top 100 Players September 2009,53
19,Top 100 Players July 2009,49
19,Top 100 Players April 2009,41
19,Top 100 Players January 2009,41
19,Top 100 Players October 2008,90
19,Top 20 Juniors October 2007,17
19,Top 20 Juniors July 2007,12
19,Top 20 Juniors April 2007,15
19,Top 20 Juniors January 2007,10
19,Top 20 Juniors October 2006,16
19,Top 20 Juniors January 2006,16
20,Top 100 Players December 2019,20
20,Top 100 Players November 2019,15
20,Top 100 Players October 2019,11
20,Top 100 Players September 2019,10
20,Top 100 Players August 2019,16
20,Top 100 Players July 2019,22
20,Top 100 Players June 2019,20
20,Top 100 Players May 2019,19
20,Top 100 Players April 2019,15
20,Top 100 Players March 2019,11
20,Top 100 Players February 2019,12
20,Top 100 Players January 2019,12
20,Top 100 Players December 2018,12
20,Top 100 Players November 2018,12
20,Top 100 Players October 2018,12
20,Top 100 Players September 2018,13
20,Top 100 Players August 2018,15
20,Top 100 Players July 2018,14
20,Top 100 Players June 2018,13
20,Top 100 Players May 2018,15
20,Top 100 Players April 2018,15
20,Top 100 Players March 2018,15
20,Top 100 Players February 2018,15
20,Top 100 Players January 2018,13
20,Top 100 Players December 2017,15
